,DATASET,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,
,2016-2017 Regular Season,03/24/17,8:00 PM,Philadelphia,Chicago,240,117,107,1,3IN4,
,2016-2017 Regular Season,03/24/17,8:00 PM,Atlanta,Milwaukee,240,97,100,1,3IN4,
,2016-2017 Regular Season,03/24/17,8:00 PM,New Orleans,Houston,240,107,117,2,3+,
,2016-2017 Regular Season,03/24/17,10:30 PM,Minnesota,LA Lakers,265,119,130,2,2,
,2016-2017 Regular Season,03/24/17,10:30 PM,Sacramento,Golden State,240,100,114,1,2,
,2016-2017 Regular Season,03/25/17,3:30 PM,Utah,LA Clippers,240,95,108,2,1,
,2016-2017 Regular Season,03/25/17,7:30 PM,Washington,Cleveland,240,127,115,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/25/17,8:30 PM,Toronto,Dallas,240,94,86,1,1,
,2016-2017 Regular Season,03/25/17,8:30 PM,New York,San Antonio,240,98,106,3IN4,1,
,2016-2017 Regular Season,03/25/17,10:00 PM,Minnesota,Portland,240,100,112,B2B,1,
,2016-2017 Regular Season,03/26/17,1:00 PM,Phoenix,Charlotte,240,106,120,3IN4,1,
,2016-2017 Regular Season,03/26/17,1:00 PM,Brooklyn,Atlanta,240,107,92,3IN4,1,
,2016-2017 Regular Season,03/26/17,3:30 PM,Sacramento,LA Clippers,240,98,97,1,3IN4-B2B,
,2016-2017 Regular Season,03/26/17,3:30 PM,Chicago,Milwaukee,240,109,94,1,1,
,2016-2017 Regular Season,03/26/17,3:30 PM,Oklahoma City,Houston,240,125,137,3+,1,
,2016-2017 Regular Season,03/26/17,6:00 PM,Philadelphia,Indiana,240,94,107,1,1,
,2016-2017 Regular Season,03/26/17,6:00 PM,Miami,Boston,240,108,112,2,1,
,2016-2017 Regular Season,03/26/17,8:00 PM,Memphis,Golden State,240,94,106,2,1,
,2016-2017 Regular Season,03/26/17,8:00 PM,New Orleans,Denver,240,115,90,1,1,
,2016-2017 Regular Season,03/26/17,9:30 PM,Portland,LA Lakers,240,97,81,3IN4-B2B,1,
,2016-2017 Regular Season,03/27/17,7:30 PM,Orlando,Toronto,240,112,131,2,1,
,2016-2017 Regular Season,03/27/17,7:30 PM,Detroit,New York,240,95,109,2,1,
,2016-2017 Regular Season,03/27/17,8:00 PM,Cleveland,San Antonio,240,74,103,3IN4,1,
,2016-2017 Regular Season,03/27/17,8:30 PM,Oklahoma City,Dallas,240,92,91,B2B,1,
,2016-2017 Regular Season,03/27/17,10:30 PM,Memphis,Sacramento,240,90,91,B2B,3IN4-B2B,
,2016-2017 Regular Season,03/27/17,10:30 PM,New Orleans,Utah,240,100,108,3IN4-B2B,1,
,2016-2017 Regular Season,03/28/17,7:00 PM,Milwaukee,Charlotte,240,118,108,1,1,
,2016-2017 Regular Season,03/28/17,7:00 PM,Minnesota,Indiana,240,115,114,2,1,
,2016-2017 Regular Season,03/28/17,7:30 PM,Philadelphia,Brooklyn,240,106,101,1,1,
,2016-2017 Regular Season,03/28/17,7:30 PM,Phoenix,Atlanta,240,91,95,1,1,
,2016-2017 Regular Season,03/28/17,7:30 PM,Miami,Detroit,240,97,96,1,B2B,
,2016-2017 Regular Season,03/28/17,8:00 PM,Golden State,Houston,240,113,106,1,1,
,2016-2017 Regular Season,03/28/17,10:00 PM,Denver,Portland,240,113,122,1,3IN4,
,2016-2017 Regular Season,03/28/17,10:30 PM,Washington,LA Lakers,240,119,108,2,1,
,2016-2017 Regular Season,03/29/17,7:00 PM,Atlanta,Philadelphia,240,99,92,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,03/29/17,7:00 PM,Oklahoma City,Orlando,265,114,106,3IN4,1,
,2016-2017 Regular Season,03/29/17,7:30 PM,Milwaukee,Boston,240,103,100,3IN4-B2B,2,
,2016-2017 Regular Season,03/29/17,7:30 PM,Charlotte,Toronto,240,110,106,3IN4-B2B,1,
,2016-2017 Regular Season,03/29/17,7:30 PM,Miami,New York,240,105,88,3IN4-B2B,1,
,2016-2017 Regular Season,03/29/17,8:00 PM,Indiana,Memphis,240,97,110,3IN4-B2B,3IN4,
,2016-2017 Regular Season,03/29/17,8:00 PM,Dallas,New Orleans,240,118,121,1,3IN4,
,2016-2017 Regular Season,03/29/17,9:30 PM,Golden State,San Antonio,240,110,98,3IN4-B2B,1,
,2016-2017 Regular Season,03/29/17,10:30 PM,Washington,LA Clippers,240,124,133,B2B,2,
,2016-2017 Regular Season,03/29/17,10:30 PM,Utah,Sacramento,240,112,82,1,3IN4,
,2016-2017 Regular Season,03/30/17,7:30 PM,Brooklyn,Detroit,240,89,90,1,3IN4,
,2016-2017 Regular Season,03/30/17,8:00 PM,Cleveland,Chicago,240,93,99,2,3+,
,2016-2017 Regular Season,03/30/17,8:00 PM,LA Lakers,Minnesota,240,104,119,1,1,
,2016-2017 Regular Season,03/30/17,10:00 PM,LA Clippers,Phoenix,240,124,118,B2B,1,
,2016-2017 Regular Season,03/30/17,10:30 PM,Houston,Portland,240,107,117,1,1,
,2016-2017 Regular Season,03/31/17,7:00 PM,Indiana,Toronto,240,100,111,3IN4,1,
,2016-2017 Regular Season,03/31/17,7:00 PM,Denver,Charlotte,240,114,122,2,3IN4,
,2016-2017 Regular Season,03/31/17,7:30 PM,Philadelphia,Cleveland,240,105,122,3IN4,B2B,
,2016-2017 Regular Season,03/31/17,7:30 PM,Orlando,Boston,240,116,117,1,1,
,2016-2017 Regular Season,03/31/17,8:00 PM,Detroit,Milwaukee,265,105,108,4IN5-B2B,3IN4,
,2016-2017 Regular Season,03/31/17,8:00 PM,Dallas,Memphis,240,90,99,1,1,
,2016-2017 Regular Season,03/31/17,8:00 PM,Sacramento,New Orleans,240,89,117,1,1,
,2016-2017 Regular Season,03/31/17,8:00 PM,New York,Miami,240,98,94,1,3IN4,
,2016-2017 Regular Season,03/31/17,9:00 PM,Washington,Utah,240,88,95,3IN4,1,
,2016-2017 Regular Season,03/31/17,9:30 PM,San Antonio,Oklahoma City,240,100,95,1,1,
,2016-2017 Regular Season,03/31/17,10:30 PM,Houston,Golden State,240,98,107,3IN4-B2B,3IN4,
,2016-2017 Regular Season,04/01/17,3:30 PM,LA Lakers,LA Clippers,240,104,115,1,3IN4,
,2016-2017 Regular Season,04/01/17,5:00 PM,Atlanta,Chicago,240,104,106,2,1,
,2016-2017 Regular Season,04/01/17,6:00 PM,Orlando,Brooklyn,240,111,121,3IN4-B2B,1,
,2016-2017 Regular Season,04/01/17,8:00 PM,Sacramento,Minnesota,240,123,117,3IN4-B2B,1,
,2016-2017 Regular Season,04/01/17,10:00 PM,Phoenix,Portland,240,117,130,1,1,
,2016-2017 Regular Season,04/02/17,3:00 PM,Charlotte,Oklahoma City,240,113,101,1,1,
,2016-2017 Regular Season,04/02/17,3:30 PM,Memphis,LA Lakers,240,103,108,1,3IN4-B2B,
,2016-2017 Regular Season,04/02/17,3:30 PM,Dallas,Milwaukee,240,109,105,1,1,
,2016-2017 Regular Season,04/02/17,3:30 PM,Boston,New York,240,110,94,1,1,
,2016-2017 Regular Season,04/02/17,6:00 PM,Chicago,New Orleans,240,117,110,3IN4-B2B,1,
,2016-2017 Regular Season,04/02/17,6:00 PM,Philadelphia,Toronto,240,105,113,1,1,
,2016-2017 Regular Season,04/02/17,6:00 PM,Atlanta,Brooklyn,240,82,91,B2B,3IN4-B2B,
,2016-2017 Regular Season,04/02/17,6:00 PM,Denver,Miami,240,116,113,1,1,
,2016-2017 Regular Season,04/02/17,6:00 PM,Indiana,Cleveland,290,130,135,1,3IN4,
,2016-2017 Regular Season,04/02/17,7:00 PM,Utah,San Antonio,240,103,109,1,1,
,2016-2017 Regular Season,04/02/17,8:00 PM,Washington,Golden State,240,115,139,1,1,
,2016-2017 Regular Season,04/02/17,9:00 PM,Houston,Phoenix,240,123,116,3IN4,3IN4-B2B,
,2016-2017 Regular Season,04/03/17,8:00 PM,Portland,Minnesota,240,109,110,1,1,
,2016-2017 Regular Season,04/04/17,7:00 PM,Brooklyn,Philadelphia,240,141,118,3IN4,1,
,2016-2017 Regular Season,04/04/17,7:00 PM,Charlotte,Washington,240,111,118,1,1,
,2016-2017 Regular Season,04/04/17,7:00 PM,Orlando,Cleveland,240,102,122,2,1,
,2016-2017 Regular Season,04/04/17,7:00 PM,Toronto,Indiana,240,90,108,1,1,
,2016-2017 Regular Season,04/04/17,8:00 PM,Denver,New Orleans,240,134,131,1,1,
,2016-2017 Regular Season,04/04/17,8:00 PM,Milwaukee,Oklahoma City,240,79,110,1,1,
,2016-2017 Regular Season,04/04/17,8:00 PM,Chicago,New York,240,91,100,3IN4,1,
,2016-2017 Regular Season,04/04/17,8:30 PM,Memphis,San Antonio,265,89,95,1,1,
,2016-2017 Regular Season,04/04/17,10:30 PM,Minnesota,Golden State,240,107,121,3IN4-B2B,1,
,2016-2017 Regular Season,04/04/17,10:30 PM,Dallas,Sacramento,240,87,98,1,2,
,2016-2017 Regular Season,04/04/17,10:30 PM,Portland,Utah,240,87,106,3IN4-B2B,1,
,2016-2017 Regular Season,04/05/17,7:00 PM,Miami,Charlotte,240,112,99,2,3IN4-B2B,
,2016-2017 Regular Season,04/05/17,7:30 PM,Toronto,Detroit,240,105,102,3IN4-B2B,3+,
,2016-2017 Regular Season,04/05/17,8:00 PM,Oklahoma City,Memphis,240,103,100,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,04/05/17,8:00 PM,Denver,Houston,240,104,110,3IN4-B2B,2,
,2016-2017 Regular Season,04/05/17,8:00 PM,Cleveland,Boston,240,114,91,3IN4-B2B,2,
,2016-2017 Regular Season,04/05/17,8:30 PM,LA Lakers,San Antonio,240,102,95,2,3IN4-B2B,
,2016-2017 Regular Season,04/05/17,10:00 PM,Golden State,Phoenix,240,120,111,3IN4-B2B,2,
,2016-2017 Regular Season,04/05/17,10:30 PM,Dallas,LA Clippers,240,101,112,3IN4-B2B,3+,
,2016-2017 Regular Season,04/06/17,7:00 PM,Chicago,Philadelphia,240,102,90,1,1,
,2016-2017 Regular Season,04/06/17,7:00 PM,Brooklyn,Orlando,240,107,115,1,1,
,2016-2017 Regular Season,04/06/17,7:00 PM,Milwaukee,Indiana,240,89,104,1,1,
,2016-2017 Regular Season,04/06/17,7:30 PM,Washington,New York,240,106,103,1,1,
,2016-2017 Regular Season,04/06/17,8:00 PM,Boston,Atlanta,240,116,123,B2B,3+,
,2016-2017 Regular Season,04/06/17,10:30 PM,Minnesota,Portland,240,98,105,3IN4,3IN4,
,2016-2017 Regular Season,04/07/17,7:30 PM,Atlanta,Cleveland,240,114,100,B2B,3IN4,
,2016-2017 Regular Season,04/07/17,7:30 PM,Miami,Toronto,240,94,96,1,3IN4,
,2016-2017 Regular Season,04/07/17,8:00 PM,New York,Memphis,240,88,101,3IN4-B2B,3IN4,
,2016-2017 Regular Season,04/07/17,8:00 PM,Detroit,Houston,240,114,109,1,1,
,2016-2017 Regular Season,04/07/17,8:30 PM,San Antonio,Dallas,240,102,89,3IN4,3IN4,
,2016-2017 Regular Season,04/07/17,9:00 PM,New Orleans,Denver,240,106,122,2,3IN4,
,2016-2017 Regular Season,04/07/17,9:00 PM,Minnesota,Utah,240,113,120,4IN5-B2B,2,
,2016-2017 Regular Season,04/07/17,10:00 PM,Oklahoma City,Phoenix,240,99,120,3IN4,1,
,2016-2017 Regular Season,04/07/17,10:30 PM,Sacramento,LA Lakers,240,94,98,2,1,
,2016-2017 Regular Season,04/08/17,5:00 PM,Chicago,Brooklyn,240,106,107,1,1,
,2016-2017 Regular Season,04/08/17,6:00 PM,Boston,Charlotte,240,121,114,3IN4,2,
,2016-2017 Regular Season,04/08/17,6:00 PM,Indiana,Orlando,240,127,112,1,1,
,2016-2017 Regular Season,04/08/17,7:00 PM,Milwaukee,Philadelphia,240,90,82,1,1,
,2016-2017 Regular Season,04/08/17,7:00 PM,Miami,Washington,240,106,103,3IN4-B2B,1,
,2016-2017 Regular Season,04/08/17,8:30 PM,LA Clippers,San Antonio,240,98,87,2,4IN5-B2B,
,2016-2017 Regular Season,04/08/17,10:00 PM,Utah,Portland,240,86,101,B2B,1,
,2016-2017 Regular Season,04/08/17,10:30 PM,New Orleans,Golden State,240,101,123,B2B,2,
,2016-2017 Regular Season,04/09/17,1:00 PM,Toronto,New York,240,110,97,1,3IN4,
,2016-2017 Regular Season,04/09/17,3:30 PM,Cleveland,Atlanta,265,125,126,1,3IN4,
,2016-2017 Regular Season,04/09/17,5:00 PM,Oklahoma City,Denver,240,106,105,1,1,
,2016-2017 Regular Season,04/09/17,6:00 PM,Dallas,Phoenix,240,111,124,1,1,
,2016-2017 Regular Season,04/09/17,6:00 PM,Houston,Sacramento,240,135,128,1,1,
,2016-2017 Regular Season,04/09/17,6:00 PM,Detroit,Memphis,240,103,90,1,1,
,2016-2017 Regular Season,04/09/17,9:30 PM,Minnesota,LA Lakers,240,109,110,3IN4,1,
,2016-2017 Regular Season,04/10/17,7:00 PM,Indiana,Philadelphia,240,120,111,1,1,
,2016-2017 Regular Season,04/10/17,7:30 PM,Brooklyn,Boston,240,105,114,1,1,
,2016-2017 Regular Season,04/10/17,7:30 PM,Cleveland,Miami,265,121,124,3IN4-B2B,3IN4,
,2016-2017 Regular Season,04/10/17,8:00 PM,Orlando,Chicago,240,75,122,1,1,
,2016-2017 Regular Season,04/10/17,8:00 PM,Charlotte,Milwaukee,240,79,89,1,1,
,2016-2017 Regular Season,04/10/17,8:00 PM,Washington,Detroit,240,105,101,1,3IN4-B2B,
,2016-2017 Regular Season,04/10/17,10:00 PM,San Antonio,Portland,240,98,99,3IN4,1,
,2016-2017 Regular Season,04/10/17,10:30 PM,Houston,LA Clippers,240,96,125,3IN4-B2B,1,
,2016-2017 Regular Season,04/10/17,10:30 PM,Utah,Golden State,240,105,99,3IN4,1,
,2016-2017 Regular Season,04/11/17,7:30 PM,Charlotte,Atlanta,240,76,103,3IN4-B2B,1,
,2016-2017 Regular Season,04/11/17,8:00 PM,Oklahoma City,Minnesota,240,100,98,1,1,
,2016-2017 Regular Season,04/11/17,8:30 PM,Denver,Dallas,240,109,91,1,1,
,2016-2017 Regular Season,04/11/17,10:30 PM,New Orleans,LA Lakers,240,96,108,2,1,
,2016-2017 Regular Season,04/11/17,10:30 PM,Phoenix,Sacramento,240,104,129,1,1,
,2016-2017 Regular Season,04/12/17,8:00 PM,Detroit,Orlando,240,109,113,3IN4,1,
,2016-2017 Regular Season,04/12/17,8:00 PM,Toronto,Cleveland,240,98,83,2,3IN4,
,2016-2017 Regular Season,04/12/17,8:00 PM,Milwaukee,Boston,240,94,112,1,1,
,2016-2017 Regular Season,04/12/17,8:00 PM,Philadelphia,New York,240,113,114,1,2,
,2016-2017 Regular Season,04/12/17,8:00 PM,Washington,Miami,240,102,110,1,1,
,2016-2017 Regular Season,04/12/17,8:00 PM,Brooklyn,Chicago,240,73,112,1,1,
,2016-2017 Regular Season,04/12/17,8:00 PM,Dallas,Memphis,240,100,93,3IN4-B2B,2,
,2016-2017 Regular Season,04/12/17,8:00 PM,Minnesota,Houston,240,118,123,3IN4-B2B,3IN4,
,2016-2017 Regular Season,04/12/17,8:00 PM,Denver,Oklahoma City,240,111,105,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,04/12/17,8:00 PM,Atlanta,Indiana,240,86,104,3IN4-B2B,1,
,2016-2017 Regular Season,04/12/17,10:00 PM,San Antonio,Utah,240,97,101,1,1,
,2016-2017 Regular Season,04/12/17,10:30 PM,Sacramento,LA Clippers,240,95,115,3IN4-B2B,1,
,2016-2017 Regular Season,04/12/17,10:30 PM,LA Lakers,Golden State,240,94,109,3IN4-B2B,1,
,2016-2017 Regular Season,04/12/17,10:30 PM,New Orleans,Portland,240,103,100,B2B,1,
,2017 Playoffs,04/15/17,,Indiana,Cleveland,240,108,109,3+,3+,
,2017 Playoffs,04/15/17,,Milwaukee,Toronto,240,97,83,3+,3+,
,2017 Playoffs,04/15/17,,Memphis,San Antonio,240,82,111,3+,3+,
,2017 Playoffs,04/15/17,,Utah,LA Clippers,240,97,95,3+,3+,
,2017 Playoffs,04/16/17,,Atlanta,Washington,240,107,114,3+,3+,
,2017 Playoffs,04/16/17,,Portland,Golden State,240,109,121,3+,3+,
,2017 Playoffs,04/16/17,,Chicago,Boston,240,106,102,3+,3+,
,2017 Playoffs,04/16/17,,Oklahoma City,Houston,240,87,118,3+,3+,
,2017 Playoffs,04/17/17,,Indiana,Cleveland,240,111,117,1,1,
,2017 Playoffs,04/17/17,,Memphis,San Antonio,240,82,96,1,1,
,2017 Playoffs,04/18/17,,Milwaukee,Toronto,240,100,106,2,2,
,2017 Playoffs,04/18/17,,Chicago,Boston,240,111,97,1,1,
,2017 Playoffs,04/18/17,,Utah,LA Clippers,240,91,99,2,2,
,2017 Playoffs,04/19/17,,Atlanta,Washington,240,101,109,2,2,
,2017 Playoffs,04/19/17,,Oklahoma City,Houston,240,111,115,2,2,
,2017 Playoffs,04/19/17,,Portland,Golden State,240,81,110,2,2,
,2017 Playoffs,04/20/17,,Cleveland,Indiana,240,119,114,2,2,
,2017 Playoffs,04/20/17,,Toronto,Milwaukee,240,77,104,1,1,
,2017 Playoffs,04/20/17,,San Antonio,Memphis,240,94,105,2,2,
,2017 Playoffs,04/21/17,,Boston,Chicago,240,104,87,2,2,
,2017 Playoffs,04/21/17,,Houston,Oklahoma City,240,113,115,1,1,
,2017 Playoffs,04/21/17,,LA Clippers,Utah,240,111,106,2,2,
,2017 Playoffs,04/22/17,,Toronto,Milwaukee,240,87,76,1,1,
,2017 Playoffs,04/22/17,,Washington,Atlanta,240,98,116,2,2,
,2017 Playoffs,04/22/17,,San Antonio,Memphis,265,108,110,1,1,
,2017 Playoffs,04/22/17,,Golden State,Portland,240,119,113,2,2,
,2017 Playoffs,04/23/17,,Cleveland,Indiana,240,106,102,2,2,
,2017 Playoffs,04/23/17,,Houston,Oklahoma City,240,113,109,1,1,
,2017 Playoffs,04/23/17,,Boston,Chicago,240,104,95,1,1,
,2017 Playoffs,04/23/17,,LA Clippers,Utah,240,98,105,1,1,
,2017 Playoffs,04/24/17,,Milwaukee,Toronto,240,93,118,1,1,
,2017 Playoffs,04/24/17,,Washington,Atlanta,240,101,111,1,1,
,2017 Playoffs,04/24/17,,Golden State,Portland,240,128,103,1,1,
,2017 Playoffs,04/25/17,,Memphis,San Antonio,240,103,116,2,2,
,2017 Playoffs,04/25/17,,Oklahoma City,Houston,240,99,105,1,1,
,2017 Playoffs,04/25/17,,Utah,LA Clippers,240,96,92,1,1,
,2017 Playoffs,04/26/17,,Chicago,Boston,240,97,108,2,2,
,2017 Playoffs,04/26/17,,Atlanta,Washington,240,99,103,1,1,
,2017 Playoffs,04/27/17,,Toronto,Milwaukee,240,92,89,2,2,
,2017 Playoffs,04/27/17,,San Antonio,Memphis,240,103,96,1,1,
,2017 Playoffs,04/28/17,,Boston,Chicago,240,105,83,1,1,
,2017 Playoffs,04/28/17,,Washington,Atlanta,240,115,99,1,1,
,2017 Playoffs,04/28/17,,LA Clippers,Utah,240,98,93,2,2,
,2017 Playoffs,04/30/17,,Washington,Boston,240,111,123,1,1,
,2017 Playoffs,04/30/17,,Utah,LA Clippers,240,104,91,1,1,
,2017 Playoffs,05/01/17,,Toronto,Cleveland,240,105,116,3+,3+,
,2017 Playoffs,05/01/17,,Houston,San Antonio,240,126,99,3+,3+,
,2017 Playoffs,05/02/17,,Washington,Boston,265,119,129,1,1,
,2017 Playoffs,05/02/17,,Utah,Golden State,240,94,106,1,3+,
,2017 Playoffs,05/03/17,,Toronto,Cleveland,240,103,125,1,1,
,2017 Playoffs,05/03/17,,Houston,San Antonio,240,96,121,1,1,
,2017 Playoffs,05/04/17,,Boston,Washington,240,89,116,1,1,
,2017 Playoffs,05/04/17,,Utah,Golden State,240,104,115,1,1,
,2017 Playoffs,05/05/17,,Cleveland,Toronto,240,115,94,1,1,
,2017 Playoffs,05/05/17,,San Antonio,Houston,240,103,92,1,1,
,2017 Playoffs,05/06/17,,Golden State,Utah,240,102,91,1,1,
,2017 Playoffs,05/07/17,,Cleveland,Toronto,240,109,102,1,1,
,2017 Playoffs,05/07/17,,Boston,Washington,240,102,121,2,2,
,2017 Playoffs,05/07/17,,San Antonio,Houston,240,104,125,1,1,
,2017 Playoffs,05/08/17,,Golden State,Utah,240,121,95,1,1,
,2017 Playoffs,05/09/17,,Houston,San Antonio,265,107,110,1,1,
,2017 Playoffs,05/10/17,,Washington,Boston,240,101,123,2,2,
,2017 Playoffs,05/11/17,,San Antonio,Houston,240,114,75,1,1,
,2017 Playoffs,05/12/17,,Boston,Washington,240,91,92,1,1,
,2017 Playoffs,05/14/17,,San Antonio,Golden State,240,111,113,2,3+,
,2017 Playoffs,05/15/17,,Washington,Boston,240,105,115,2,2,
,2017 Playoffs,05/16/17,,San Antonio,Golden State,240,100,136,1,1,
,2017 Playoffs,05/17/17,,Cleveland,Boston,240,117,104,3+,1,
,2017 Playoffs,05/19/17,,Cleveland,Boston,240,130,86,1,1,
,2017 Playoffs,05/20/17,,Golden State,San Antonio,240,120,108,3+,3+,
,2017 Playoffs,05/21/17,,Boston,Cleveland,240,111,108,1,1,
,2017 Playoffs,05/22/17,,Golden State,San Antonio,240,129,115,1,1,
,2017 Playoffs,05/23/17,,Boston,Cleveland,240,99,112,1,1,
,2017 Playoffs,05/25/17,,Cleveland,Boston,240,135,102,1,1,
,2017 Playoffs,06/01/17,,Cleveland,Golden State,240,91,113,3+,3+,
,2017 Playoffs,06/04/17,,Cleveland,Golden State,240,113,132,2,2,
,2017 Playoffs,06/07/17,,Golden State,Cleveland,240,118,113,2,2,
,2017 Playoffs,06/09/17,,Golden State,Cleveland,240,116,137,1,1,
,2017 Playoffs,06/12/17,,Cleveland,Golden State,240,120,129,2,2,
,,,,,,,,,,,
