,DATASET,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,
,2016-2017 Regular Season,01/04/17,10:30 PM,Portland,Golden State,240,117,125,2,1,
,2016-2017 Regular Season,01/04/17,10:30 PM,Miami,Sacramento,240,107,102,3IN4-B2B,B2B,
,2016-2017 Regular Season,01/05/17,7:00 PM,Brooklyn,Indiana,240,109,121,2,1,
,2016-2017 Regular Season,01/05/17,7:30 PM,Utah,Toronto,240,93,101,3IN4,1,
,2016-2017 Regular Season,01/05/17,7:30 PM,Charlotte,Detroit,240,114,115,3IN4-B2B,1,
,2016-2017 Regular Season,01/05/17,8:00 PM,Atlanta,New Orleans,240,99,94,B2B,2,
,2016-2017 Regular Season,01/05/17,8:00 PM,Oklahoma City,Houston,240,116,118,3IN4-B2B,2,
,2016-2017 Regular Season,01/05/17,8:30 PM,Phoenix,Dallas,240,102,95,3IN4,1,
,2016-2017 Regular Season,01/05/17,10:00 PM,LA Lakers,Portland,240,109,118,1,B2B,
,2016-2017 Regular Season,01/05/17,10:30 PM,San Antonio,Denver,240,127,99,1,3IN4,
,2016-2017 Regular Season,01/06/17,7:00 PM,Minnesota,Washington,240,105,112,2,2,
,2016-2017 Regular Season,01/06/17,7:00 PM,Houston,Orlando,240,100,93,B2B,1,
,2016-2017 Regular Season,01/06/17,7:30 PM,Philadelphia,Boston,240,106,110,2,2,
,2016-2017 Regular Season,01/06/17,7:30 PM,Cleveland,Brooklyn,240,116,108,1,B2B,
,2016-2017 Regular Season,01/06/17,8:00 PM,New York,Milwaukee,240,116,111,1,1,
,2016-2017 Regular Season,01/06/17,10:30 PM,Miami,LA Lakers,240,100,127,3IN4,3IN4-B2B,
,2016-2017 Regular Season,01/06/17,10:30 PM,Memphis,Golden State,265,128,119,3IN4,1,
,2016-2017 Regular Season,01/06/17,10:30 PM,LA Clippers,Sacramento,240,106,98,1,3IN4,
,2016-2017 Regular Season,01/07/17,7:00 PM,New York,Indiana,240,109,123,3IN4-B2B,1,
,2016-2017 Regular Season,01/07/17,7:30 PM,New Orleans,Boston,240,108,117,1,B2B,
,2016-2017 Regular Season,01/07/17,8:00 PM,Toronto,Chicago,265,118,123,1,2,
,2016-2017 Regular Season,01/07/17,8:00 PM,Denver,Oklahoma City,240,106,121,1,3IN4,
,2016-2017 Regular Season,01/07/17,8:00 PM,Utah,Minnesota,240,94,92,1,B2B,
,2016-2017 Regular Season,01/07/17,8:30 PM,Atlanta,Dallas,240,97,82,3IN4,1,
,2016-2017 Regular Season,01/07/17,8:30 PM,Charlotte,San Antonio,240,85,102,3IN4,1,
,2016-2017 Regular Season,01/08/17,10:00 PM,Detroit,Portland,290,125,124,2,2,
,2016-2017 Regular Season,01/08/17,12:00 PM,Philadelphia,Brooklyn,240,105,95,1,3IN4,
,2016-2017 Regular Season,01/08/17,3:30 PM,Miami,LA Clippers,240,86,98,1,1,
,2016-2017 Regular Season,01/08/17,3:30 PM,Washington,Milwaukee,240,107,101,1,1,
,2016-2017 Regular Season,01/08/17,6:00 PM,Houston,Toronto,240,129,122,3IN4,3IN4-B2B,
,2016-2017 Regular Season,01/08/17,8:00 PM,Utah,Memphis,240,79,88,3IN4-B2B,1,
,2016-2017 Regular Season,01/08/17,8:30 PM,Cleveland,Phoenix,240,120,116,1,2,
,2016-2017 Regular Season,01/08/17,9:00 PM,Golden State,Sacramento,240,117,106,1,1,
,2016-2017 Regular Season,01/08/17,9:30 PM,Orlando,LA Lakers,240,95,111,1,3IN4,
,2016-2017 Regular Season,01/09/17,7:30 PM,New Orleans,New York,240,110,96,1,3IN4,
,2016-2017 Regular Season,01/09/17,8:00 PM,Oklahoma City,Chicago,240,109,94,1,1,
,2016-2017 Regular Season,01/09/17,8:00 PM,Dallas,Minnesota,240,92,101,1,3IN4,
,2016-2017 Regular Season,01/10/17,7:00 PM,Chicago,Washington,240,99,101,3IN4-B2B,1,
,2016-2017 Regular Season,01/10/17,7:30 PM,Boston,Toronto,240,106,114,2,3IN4,
,2016-2017 Regular Season,01/10/17,7:30 PM,Atlanta,Brooklyn,240,117,97,2,1,
,2016-2017 Regular Season,01/10/17,8:00 PM,Charlotte,Houston,240,114,121,2,1,
,2016-2017 Regular Season,01/10/17,8:30 PM,Milwaukee,San Antonio,240,109,107,1,2,
,2016-2017 Regular Season,01/10/17,9:00 PM,Cleveland,Utah,240,92,100,1,3IN4,
,2016-2017 Regular Season,01/10/17,10:30 PM,Portland,LA Lakers,240,108,87,1,1,
,2016-2017 Regular Season,01/10/17,10:30 PM,Miami,Golden State,240,95,107,1,1,
,2016-2017 Regular Season,01/10/17,10:30 PM,Detroit,Sacramento,240,94,100,1,1,
,2016-2017 Regular Season,01/11/17,7:00 PM,New York,Philadelphia,240,97,98,1,2,
,2016-2017 Regular Season,01/11/17,8:00 PM,Memphis,Oklahoma City,240,95,103,2,1,
,2016-2017 Regular Season,01/11/17,8:00 PM,Houston,Minnesota,240,105,119,3IN4-B2B,1,
,2016-2017 Regular Season,01/11/17,8:00 PM,Washington,Boston,240,108,117,3IN4-B2B,B2B,
,2016-2017 Regular Season,01/11/17,10:30 PM,Orlando,LA Clippers,240,96,105,2,2,
,2016-2017 Regular Season,01/11/17,10:30 PM,Cleveland,Portland,240,86,102,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,01/12/17,3:00 PM,Indiana,Denver,240,112,140,3+,3+,
,2016-2017 Regular Season,01/12/17,7:30 PM,New Orleans,Brooklyn,240,104,95,2,1,
,2016-2017 Regular Season,01/12/17,8:00 PM,Chicago,New York,240,89,104,3IN4,3IN4-B2B,
,2016-2017 Regular Season,01/12/17,8:30 PM,LA Lakers,San Antonio,240,94,134,1,1,
,2016-2017 Regular Season,01/12/17,10:00 PM,Dallas,Phoenix,240,113,108,2,3+,
,2016-2017 Regular Season,01/12/17,10:30 PM,Detroit,Golden State,240,107,127,1,1,
,2016-2017 Regular Season,01/13/17,7:00 PM,Charlotte,Philadelphia,240,93,102,2,1,
,2016-2017 Regular Season,01/13/17,7:30 PM,Brooklyn,Toronto,240,113,132,3IN4-B2B,2,
,2016-2017 Regular Season,01/13/17,8:00 PM,Miami,Milwaukee,240,108,116,2,2,
,2016-2017 Regular Season,01/13/17,8:00 PM,Memphis,Houston,240,110,105,1,3IN4,
,2016-2017 Regular Season,01/13/17,8:00 PM,Oklahoma City,Minnesota,240,86,96,1,1,
,2016-2017 Regular Season,01/13/17,8:00 PM,Boston,Atlanta,240,103,101,3IN4,2,
,2016-2017 Regular Season,01/13/17,10:00 PM,Orlando,Portland,240,115,109,1,3IN4,
,2016-2017 Regular Season,01/13/17,10:30 PM,Cleveland,Sacramento,240,120,108,3IN4,2,
,2016-2017 Regular Season,01/13/17,10:30 PM,Detroit,Utah,240,77,110,3IN4-B2B,2,
,2016-2017 Regular Season,01/14/17,3:30 PM,LA Lakers,LA Clippers,240,97,113,1,2,
,2016-2017 Regular Season,01/14/17,5:00 PM,New Orleans,Chicago,240,99,107,1,1,
,2016-2017 Regular Season,01/14/17,6:00 PM,San Antonio,Phoenix,240,105,108,1,1,
,2016-2017 Regular Season,01/14/17,8:00 PM,Philadelphia,Washington,240,93,109,3IN4-B2B,2,
,2016-2017 Regular Season,01/14/17,9:00 PM,Orlando,Utah,240,107,114,3IN4-B2B,B2B,
,2016-2017 Regular Season,01/15/17,3:00 PM,New York,Toronto,240,101,116,2,1,
,2016-2017 Regular Season,01/15/17,3:00 PM,Milwaukee,Atlanta,240,98,111,1,1,
,2016-2017 Regular Season,01/15/17,4:00 PM,Minnesota,Dallas,240,87,98,1,2,
,2016-2017 Regular Season,01/15/17,6:00 PM,Houston,Brooklyn,240,137,112,1,3IN4,
,2016-2017 Regular Season,01/15/17,9:00 PM,Oklahoma City,Sacramento,240,122,118,1,1,
,2016-2017 Regular Season,01/15/17,9:00 PM,Chicago,Memphis,240,108,104,3IN4-B2B,1,
,2016-2017 Regular Season,01/15/17,9:30 PM,Detroit,LA Lakers,240,102,97,3IN4,3IN4-B2B,
,2016-2017 Regular Season,01/16/17,1:00 PM,Atlanta,New York,240,108,107,3IN4-B2B,B2B,
,2016-2017 Regular Season,01/16/17,2:00 PM,Portland,Washington,240,101,120,2,1,
,2016-2017 Regular Season,01/16/17,3:30 PM,Philadelphia,Milwaukee,240,113,104,3IN4,3IN4-B2B,
,2016-2017 Regular Season,01/16/17,4:00 PM,New Orleans,Indiana,240,95,98,1,3+,
,2016-2017 Regular Season,01/16/17,5:00 PM,Orlando,Denver,240,112,125,3IN4,3+,
,2016-2017 Regular Season,01/16/17,7:30 PM,Charlotte,Boston,240,98,108,2,2,
,2016-2017 Regular Season,01/16/17,8:00 PM,Cleveland,Golden State,240,91,126,2,3+,
,2016-2017 Regular Season,01/16/17,9:00 PM,Utah,Phoenix,240,106,101,3IN4,1,
,2016-2017 Regular Season,01/16/17,10:30 PM,Oklahoma City,LA Clippers,240,98,120,3IN4-B2B,1,
,2016-2017 Regular Season,01/17/17,7:30 PM,Toronto,Brooklyn,240,119,109,1,1,
,2016-2017 Regular Season,01/17/17,7:30 PM,Houston,Miami,240,103,109,1,3+,
,2016-2017 Regular Season,01/17/17,8:00 PM,Dallas,Chicago,240,99,98,1,3IN4,
,2016-2017 Regular Season,01/17/17,8:30 PM,Minnesota,San Antonio,240,114,122,1,2,
,2016-2017 Regular Season,01/17/17,10:30 PM,Denver,LA Lakers,240,127,121,B2B,3IN4,
,2016-2017 Regular Season,01/18/17,7:00 PM,Toronto,Philadelphia,240,89,94,3IN4-B2B,1,
,2016-2017 Regular Season,01/18/17,7:00 PM,Memphis,Washington,240,101,104,2,1,
,2016-2017 Regular Season,01/18/17,7:00 PM,Portland,Charlotte,240,85,107,1,1,
,2016-2017 Regular Season,01/18/17,7:30 PM,New York,Boston,240,117,106,3IN4,1,
,2016-2017 Regular Season,01/18/17,8:00 PM,Orlando,New Orleans,240,98,118,1,1,
,2016-2017 Regular Season,01/18/17,8:00 PM,Milwaukee,Houston,240,92,111,3IN4,3IN4-B2B,
,2016-2017 Regular Season,01/18/17,8:00 PM,Atlanta,Detroit,240,95,118,3IN4,2,
,2016-2017 Regular Season,01/18/17,10:30 PM,Oklahoma City,Golden State,240,100,121,3IN4,1,
,2016-2017 Regular Season,01/18/17,10:30 PM,Indiana,Sacramento,240,106,100,1,2,
,2016-2017 Regular Season,01/19/17,7:00 PM,Phoenix,Cleveland,240,103,118,2,2,
,2016-2017 Regular Season,01/19/17,7:30 PM,Dallas,Miami,240,95,99,1,1,
,2016-2017 Regular Season,01/19/17,8:00 PM,Washington,New York,240,113,110,3IN4-B2B,4IN5-B2B,
,2016-2017 Regular Season,01/19/17,8:30 PM,Denver,San Antonio,240,104,118,3IN4,1,
,2016-2017 Regular Season,01/19/17,10:30 PM,Minnesota,LA Clippers,240,104,101,1,2,
,2016-2017 Regular Season,01/20/17,7:00 PM,Portland,Philadelphia,240,92,93,1,1,
,2016-2017 Regular Season,01/20/17,7:00 PM,Toronto,Charlotte,240,78,113,3IN4,1,
,2016-2017 Regular Season,01/20/17,7:00 PM,Milwaukee,Orlando,240,96,112,1,1,
,2016-2017 Regular Season,01/20/17,8:00 PM,Sacramento,Memphis,240,91,107,1,1,
,2016-2017 Regular Season,01/20/17,8:00 PM,Brooklyn,New Orleans,240,143,114,2,1,
,2016-2017 Regular Season,01/20/17,8:00 PM,Golden State,Houston,240,125,108,1,3IN4,
,2016-2017 Regular Season,01/20/17,8:00 PM,Chicago,Atlanta,240,93,102,2,1,
,2016-2017 Regular Season,01/20/17,8:30 PM,Utah,Dallas,265,112,107,3+,3IN4-B2B,
,2016-2017 Regular Season,01/20/17,10:30 PM,Indiana,LA Lakers,240,95,108,1,2,
,2016-2017 Regular Season,01/21/17,5:00 PM,Portland,Boston,265,127,123,3IN4-B2B,2,
,2016-2017 Regular Season,01/21/17,6:00 PM,Washington,Detroit,240,112,113,3IN4,2,
,2016-2017 Regular Season,01/21/17,7:00 PM,Brooklyn,Charlotte,240,105,112,B2B,3IN4-B2B,
,2016-2017 Regular Season,01/21/17,7:00 PM,Philadelphia,Atlanta,240,93,110,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,01/21/17,7:30 PM,Phoenix,New York,240,107,105,1,3IN4,
,2016-2017 Regular Season,01/21/17,7:30 PM,Milwaukee,Miami,240,97,109,3IN4-B2B,1,
,2016-2017 Regular Season,01/21/17,8:00 PM,Houston,Memphis,240,119,95,4IN5-B2B,3IN4-B2B,
,2016-2017 Regular Season,01/21/17,8:30 PM,San Antonio,Cleveland,265,118,115,1,1,
,2016-2017 Regular Season,01/21/17,9:00 PM,LA Clippers,Denver,240,98,123,1,1,
,2016-2017 Regular Season,01/21/17,9:00 PM,Indiana,Utah,240,100,109,3IN4-B2B,B2B,
,2016-2017 Regular Season,01/21/17,9:00 PM,Sacramento,Chicago,240,99,102,3IN4-B2B,B2B,
,2016-2017 Regular Season,01/22/17,12:00 PM,Golden State,Orlando,240,118,98,1,1,
,2016-2017 Regular Season,01/22/17,3:30 PM,LA Lakers,Dallas,240,73,122,1,3IN4,
,2016-2017 Regular Season,01/22/17,6:00 PM,Phoenix,Toronto,240,115,103,3IN4-B2B,1,
,2016-2017 Regular Season,01/22/17,7:00 PM,Denver,Minnesota,240,108,111,3IN4-B2B,2,
,2016-2017 Regular Season,01/23/17,7:00 PM,Washington,Charlotte,240,109,99,1,3IN4,
,2016-2017 Regular Season,01/23/17,7:30 PM,San Antonio,Brooklyn,240,112,86,1,3IN4,
,2016-2017 Regular Season,01/23/17,7:30 PM,LA Clippers,Atlanta,240,115,105,1,3IN4,
,2016-2017 Regular Season,01/23/17,7:30 PM,Golden State,Miami,240,102,105,3IN4-B2B,1,
,2016-2017 Regular Season,01/23/17,7:30 PM,Sacramento,Detroit,240,109,104,3IN4,1,
,2016-2017 Regular Season,01/23/17,8:00 PM,Houston,Milwaukee,240,114,127,3IN4,3IN4,
,2016-2017 Regular Season,01/23/17,8:00 PM,Cleveland,New Orleans,240,122,124,1,2,
,2016-2017 Regular Season,01/23/17,8:00 PM,New York,Indiana,240,109,103,1,3IN4,
,2016-2017 Regular Season,01/23/17,9:00 PM,Oklahoma City,Utah,240,97,95,3+,3IN4,
,2016-2017 Regular Season,01/24/17,7:00 PM,San Antonio,Toronto,240,108,106,3IN4-B2B,1,
,2016-2017 Regular Season,01/24/17,7:00 PM,LA Clippers,Philadelphia,240,110,121,3IN4-B2B,2,
,2016-2017 Regular Season,01/24/17,7:00 PM,Boston,Washington,240,108,123,2,3IN4-B2B,
,2016-2017 Regular Season,01/24/17,7:00 PM,Chicago,Orlando,240,100,92,2,1,
,2016-2017 Regular Season,01/24/17,9:00 PM,Utah,Denver,240,93,103,4IN5-B2B,3IN4,
,2016-2017 Regular Season,01/24/17,9:00 PM,Minnesota,Phoenix,240,112,111,1,3IN4,
,2016-2017 Regular Season,01/25/17,7:00 PM,Sacramento,Cleveland,265,116,112,1,1,
,2016-2017 Regular Season,01/25/17,7:30 PM,Houston,Boston,240,109,120,1,B2B,
,2016-2017 Regular Season,01/25/17,7:30 PM,Miami,Brooklyn,240,109,106,1,1,
,2016-2017 Regular Season,01/25/17,8:00 PM,Atlanta,Chicago,240,119,114,1,B2B,
,2016-2017 Regular Season,01/25/17,8:00 PM,Philadelphia,Milwaukee,240,114,109,B2B,1,
,2016-2017 Regular Season,01/25/17,8:00 PM,Toronto,Memphis,240,99,101,3IN4-B2B,3+,
,2016-2017 Regular Season,01/25/17,8:00 PM,Oklahoma City,New Orleans,240,114,105,1,1,
,2016-2017 Regular Season,01/25/17,8:00 PM,Golden State,Charlotte,240,113,103,3IN4,1,
,2016-2017 Regular Season,01/25/17,8:30 PM,New York,Dallas,240,95,103,1,2,
,2016-2017 Regular Season,01/25/17,10:30 PM,LA Lakers,Portland,240,98,105,2,3+,
,2016-2017 Regular Season,01/26/17,8:00 PM,Dallas,Oklahoma City,240,98,109,B2B,3IN4-B2B,
,2016-2017 Regular Season,01/26/17,8:00 PM,Indiana,Minnesota,240,109,103,2,1,
,2016-2017 Regular Season,01/26/17,9:00 PM,Phoenix,Denver,240,120,127,1,1,
,2016-2017 Regular Season,01/26/17,10:30 PM,LA Lakers,Utah,240,88,96,B2B,3IN4,
,2016-2017 Regular Season,01/27/17,7:00 PM,Houston,Philadelphia,240,123,118,1,3IN4,
,2016-2017 Regular Season,01/27/17,7:00 PM,Sacramento,Indiana,265,111,115,1,B2B,
,2016-2017 Regular Season,01/27/17,7:30 PM,Brooklyn,Cleveland,240,116,124,1,1,
,2016-2017 Regular Season,01/27/17,7:30 PM,Orlando,Boston,240,98,128,2,3IN4,
,2016-2017 Regular Season,01/27/17,7:30 PM,Milwaukee,Toronto,240,86,102,1,3IN4,
,2016-2017 Regular Season,01/27/17,7:30 PM,Charlotte,New York,240,107,110,1,1,
,2016-2017 Regular Season,01/27/17,8:00 PM,Miami,Chicago,240,100,88,1,3IN4,
,2016-2017 Regular Season,01/27/17,8:00 PM,San Antonio,New Orleans,240,103,119,2,1,
,2016-2017 Regular Season,01/27/17,8:00 PM,Washington,Atlanta,240,112,86,2,1,
,2016-2017 Regular Season,01/27/17,10:00 PM,Memphis,Portland,240,109,112,1,1,
,2016-2017 Regular Season,01/28/17,7:00 PM,Sacramento,Charlotte,240,109,106,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,01/28/17,7:30 PM,Detroit,Miami,240,103,116,3+,3IN4-B2B,
,2016-2017 Regular Season,01/28/17,8:00 PM,Boston,Milwaukee,265,112,108,4IN5-B2B,3IN4-B2B,
,2016-2017 Regular Season,01/28/17,8:30 PM,LA Clippers,Golden State,240,98,144,3+,2,
,2016-2017 Regular Season,01/28/17,9:00 PM,Memphis,Utah,240,102,95,3IN4-B2B,1,
,2016-2017 Regular Season,01/28/17,9:00 PM,Denver,Phoenix,240,123,112,1,1,
,2016-2017 Regular Season,01/28/17,9:00 PM,Brooklyn,Minnesota,240,109,129,3IN4-B2B,1,
,2016-2017 Regular Season,01/29/17,3:00 PM,New York,Atlanta,340,139,142,1,1,
,2016-2017 Regular Season,01/29/17,3:30 PM,Oklahoma City,Cleveland,240,91,107,2,1,
,2016-2017 Regular Season,01/29/17,6:00 PM,Houston,Indiana,240,101,120,1,3IN4,
,2016-2017 Regular Season,01/29/17,6:00 PM,Washington,New Orleans,240,107,94,1,1,
,2016-2017 Regular Season,01/29/17,6:00 PM,Orlando,Toronto,240,114,113,1,1,
,2016-2017 Regular Season,01/29/17,7:00 PM,Philadelphia,Chicago,240,108,121,1,1,
,2016-2017 Regular Season,01/29/17,7:00 PM,Dallas,San Antonio,240,105,101,2,1,
,2016-2017 Regular Season,01/29/17,9:00 PM,Golden State,Portland,240,113,111,B2B,1,
,2016-2017 Regular Season,01/30/17,7:00 PM,Sacramento,Philadelphia,240,119,122,3IN4,3IN4-B2B,
,2016-2017 Regular Season,01/30/17,7:30 PM,Brooklyn,Miami,240,96,104,3IN4,3IN4,
,2016-2017 Regular Season,01/30/17,8:00 PM,Orlando,Minnesota,265,105,111,3IN4-B2B,1,
,2016-2017 Regular Season,01/30/17,8:00 PM,Detroit,Boston,240,109,113,1,3IN4,
,2016-2017 Regular Season,01/30/17,8:30 PM,Cleveland,Dallas,240,97,104,3IN4-B2B,B2B,
,2016-2017 Regular Season,01/30/17,10:30 PM,Memphis,Phoenix,240,115,96,3IN4,1,
,2016-2017 Regular Season,01/31/17,7:00 PM,New York,Washington,240,101,117,1,1,
,2016-2017 Regular Season,01/31/17,7:30 PM,New Orleans,Toronto,265,106,108,1,1,
,2016-2017 Regular Season,01/31/17,8:00 PM,Sacramento,Houston,240,83,105,4IN5-B2B,1,
,2016-2017 Regular Season,01/31/17,8:30 PM,Oklahoma City,San Antonio,240,94,108,1,1,
,2016-2017 Regular Season,01/31/17,10:00 PM,Charlotte,Portland,240,98,115,2,1,
,2016-2017 Regular Season,01/31/17,10:30 PM,Denver,LA Lakers,240,116,120,2,3+,
,2016-2017 Regular Season,02/01/17,7:00 PM,Indiana,Orlando,240,98,88,2,3IN4,
,2016-2017 Regular Season,02/01/17,7:00 PM,Minnesota,Cleveland,240,97,125,1,3IN4,
,2016-2017 Regular Season,02/01/17,7:30 PM,Toronto,Boston,240,104,109,3IN4-B2B,1,
,2016-2017 Regular Season,02/01/17,7:30 PM,New York,Brooklyn,240,95,90,3IN4-B2B,1,
,2016-2017 Regular Season,02/01/17,7:30 PM,Atlanta,Miami,240,93,116,2,1,
,2016-2017 Regular Season,02/01/17,7:30 PM,New Orleans,Detroit,240,98,118,3IN4-B2B,1,
,2016-2017 Regular Season,02/01/17,8:30 PM,Philadelphia,Dallas,240,95,113,3IN4,3IN4,
,2016-2017 Regular Season,02/01/17,9:00 PM,Memphis,Denver,240,119,99,1,B2B,
,2016-2017 Regular Season,02/01/17,9:00 PM,Milwaukee,Utah,240,88,104,3+,3+,
,2016-2017 Regular Season,02/01/17,9:00 PM,LA Clippers,Phoenix,240,124,114,3+,1,
,2016-2017 Regular Season,02/01/17,9:30 PM,Chicago,Oklahoma City,240,128,100,2,3IN4-B2B,
,2016-2017 Regular Season,02/01/17,10:30 PM,Charlotte,Golden State,240,111,126,B2B,2,
,2016-2017 Regular Season,02/02/17,7:00 PM,LA Lakers,Washington,240,108,116,1,1,
,2016-2017 Regular Season,02/02/17,8:00 PM,Atlanta,Houston,240,113,108,B2B,1,
,2016-2017 Regular Season,02/02/17,8:30 PM,Philadelphia,San Antonio,240,86,102,4IN5-B2B,1,
,2016-2017 Regular Season,02/02/17,10:30 PM,Golden State,LA Clippers,240,133,120,B2B,B2B,
,2016-2017 Regular Season,02/03/17,7:00 PM,Toronto,Orlando,240,94,102,3IN4,1,
,2016-2017 Regular Season,02/03/17,7:30 PM,Indiana,Brooklyn,240,106,97,1,1,
,2016-2017 Regular Season,02/03/17,7:30 PM,Minnesota,Detroit,240,108,116,1,1,
,2016-2017 Regular Season,02/03/17,8:00 PM,Chicago,Houston,265,117,121,1,3IN4-B2B,
,2016-2017 Regular Season,02/03/17,8:00 PM,Memphis,Oklahoma City,240,102,114,1,3IN4,
,2016-2017 Regular Season,02/03/17,8:00 PM,LA Lakers,Boston,240,107,113,3IN4-B2B,1,
,2016-2017 Regular Season,02/03/17,9:00 PM,Milwaukee,Denver,240,117,121,1,3IN4,
,2016-2017 Regular Season,02/03/17,10:30 PM,Phoenix,Sacramento,240,105,103,1,2,
,2016-2017 Regular Season,02/03/17,10:30 PM,Dallas,Portland,240,108,104,1,2,
,2016-2017 Regular Season,02/04/17,7:00 PM,New Orleans,Washington,240,91,105,2,1,
,2016-2017 Regular Season,02/04/17,7:00 PM,Orlando,Atlanta,240,86,113,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/04/17,7:00 PM,Detroit,Indiana,240,84,105,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,02/04/17,7:30 PM,Philadelphia,Miami,240,102,125,3IN4,2,
,2016-2017 Regular Season,02/04/17,8:30 PM,Cleveland,New York,240,111,104,2,2,
,2016-2017 Regular Season,02/04/17,9:00 PM,Charlotte,Utah,240,98,105,2,2,
,2016-2017 Regular Season,02/04/17,9:00 PM,Milwaukee,Phoenix,240,137,112,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,02/04/17,9:00 PM,Denver,San Antonio,240,97,121,4IN5-B2B,1,
,2016-2017 Regular Season,02/04/17,9:00 PM,Memphis,Minnesota,240,107,99,3IN4-B2B,3IN4-B2B,
,2016-2017 Regular Season,02/04/17,10:30 PM,Golden State,Sacramento,265,106,109,3IN4,B2B,
,2016-2017 Regular Season,02/05/17,12:00 PM,Toronto,Brooklyn,240,103,95,1,1,
,2016-2017 Regular Season,02/05/17,2:00 PM,LA Clippers,Boston,240,102,107,2,1,
,2016-2017 Regular Season,02/05/17,3:00 PM,Portland,Oklahoma City,240,99,105,1,1,
,2016-2017 Regular Season,02/06/17,7:00 PM,LA Lakers,New York,240,121,107,2,1,
,2016-2017 Regular Season,02/06/17,7:00 PM,Cleveland,Washington,265,140,135,1,1,
,2016-2017 Regular Season,02/06/17,7:00 PM,Oklahoma City,Indiana,240,90,93,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/06/17,7:30 PM,LA Clippers,Toronto,240,109,118,B2B,3IN4-B2B,
,2016-2017 Regular Season,02/06/17,7:30 PM,Utah,Atlanta,240,120,95,1,1,
,2016-2017 Regular Season,02/06/17,7:30 PM,Philadelphia,Detroit,240,96,113,1,3IN4,
,2016-2017 Regular Season,02/06/17,8:00 PM,Phoenix,New Orleans,240,106,111,3IN4,1,
,2016-2017 Regular Season,02/06/17,8:00 PM,Miami,Minnesota,240,115,113,1,3IN4,
,2016-2017 Regular Season,02/06/17,9:00 PM,Dallas,Denver,240,87,110,2,3IN4,
,2016-2017 Regular Season,02/06/17,9:30 PM,San Antonio,Memphis,240,74,89,1,3IN4,
,2016-2017 Regular Season,02/06/17,10:30 PM,Chicago,Sacramento,240,112,107,2,3IN4,
,2016-2017 Regular Season,02/07/17,7:00 PM,Brooklyn,Charlotte,240,107,111,1,2,
,2016-2017 Regular Season,02/07/17,8:00 PM,Orlando,Houston,240,104,128,2,3+,
,2016-2017 Regular Season,02/07/17,8:30 PM,Portland,Dallas,240,114,113,1,B2B,
,2016-2017 Regular Season,02/08/17,7:00 PM,San Antonio,Philadelphia,240,111,103,1,1,
,2016-2017 Regular Season,02/08/17,7:00 PM,Cleveland,Indiana,240,132,117,1,1,
,2016-2017 Regular Season,02/08/17,7:30 PM,Washington,Brooklyn,265,114,110,1,3IN4-B2B,
,2016-2017 Regular Season,02/08/17,7:30 PM,Denver,Atlanta,240,106,117,1,1,
,2016-2017 Regular Season,02/08/17,7:30 PM,LA Lakers,Detroit,240,102,121,1,1,
,2016-2017 Regular Season,02/08/17,8:00 PM,Miami,Milwaukee,240,106,88,1,3+,
,2016-2017 Regular Season,02/08/17,8:00 PM,Phoenix,Memphis,240,91,110,1,1,
,2016-2017 Regular Season,02/08/17,8:00 PM,Utah,New Orleans,240,127,94,1,1,
,2016-2017 Regular Season,02/08/17,8:00 PM,Toronto,Minnesota,240,109,112,3IN4,1,
,2016-2017 Regular Season,02/08/17,8:00 PM,LA Clippers,New York,240,119,115,3IN4,1,
,2016-2017 Regular Season,02/08/17,10:30 PM,Chicago,Golden State,240,92,123,1,3+,
,2016-2017 Regular Season,02/08/17,10:30 PM,Boston,Sacramento,240,92,108,2,1,
,2016-2017 Regular Season,02/09/17,7:00 PM,Houston,Charlotte,240,107,95,1,1,
,2016-2017 Regular Season,02/09/17,7:00 PM,Philadelphia,Orlando,240,112,111,3IN4-B2B,1,
,2016-2017 Regular Season,02/09/17,8:00 PM,Cleveland,Oklahoma City,240,109,118,3IN4-B2B,2,
,2016-2017 Regular Season,02/09/17,8:30 PM,Utah,Dallas,265,105,112,3IN4-B2B,3IN4,
,2016-2017 Regular Season,02/09/17,10:30 PM,Boston,Portland,240,120,111,B2B,1,
,2016-2017 Regular Season,02/10/17,7:30 PM,Miami,Brooklyn,240,108,99,1,3IN4,
,2016-2017 Regular Season,02/10/17,7:30 PM,Denver,New York,240,131,123,1,1,
,2016-2017 Regular Season,02/10/17,7:30 PM,San Antonio,Detroit,240,103,92,1,1,
,2016-2017 Regular Season,02/10/17,8:00 PM,LA Lakers,Milwaukee,240,122,114,1,1,
,2016-2017 Regular Season,02/10/17,8:00 PM,Golden State,Memphis,240,122,107,1,1,
,2016-2017 Regular Season,02/10/17,8:00 PM,New Orleans,Minnesota,240,122,106,1,1,
